,text,date,id,chat
126_Esther_2021-09-15,jaa aber bei mir kommen fast jede woche neue kontakte hinzu🤔es ist abzuwarten,2021-09-15 09:39:25+00:00,1898773878,Esther
125_Esther_2021-09-15,ich weiß es nicht 🤔 vielleicht ganz langsam aber aktuell kenne ich fast niemanden der das in deutschland benutzt. ist glaube ich eher noch ein insider tipp,2021-09-15 09:14:13+00:00,1990150454,Esther
124_Esther_2021-09-15,aber ich glaube das telegramm schon weit verbreitet ist meinst du die werden whata app überholen?,2021-09-15 07:59:50+00:00,1898773878,Esther
123_Esther_2021-09-15,hahahahah wie witzig 😂 einfacj facebook messenger ciao,2021-09-15 07:59:18+00:00,1898773878,Esther
122_Esther_2021-09-15,hahahah hello 😂👋🏾.die leute hier benutzen nicht alle whatsapp. manche sind auf telegramm andere schreiben über facebook messenger und wieder andere kommen mir hier mit wechat an,2021-09-15 07:58:09+00:00,1990150454,Esther
121_Esther_2021-09-15,welcome 😄 wie kommts?,2021-09-15 07:54:28+00:00,1898773878,Esther
7211_Crypto Fox™_2021-08-24,binance will list tribe (tribe)..https://www.binance.com/en/support/announcement/d22b03e28ba64f3cbde5e8a0aea55c66,2021-08-24 04:16:48+00:00,-1001354503053,Crypto Fox™
7210_Crypto Fox™_2021-08-10,$poly got attacked 🚨..at least $611 million stolen in massive cross-chain hack.https://www.theblockcrypto.com/post/114045/at-least-611-million-stolen-in-massive-cross-chain-hack,2021-08-10 13:47:27+00:00,-1001354503053,Crypto Fox™
7209_Crypto Fox™_2021-08-02,notice of removal trading pairs on 2021-08-06..df/eth eos/tusd nbs/btc troy/btc tru/busd..https://www.binance.com/en/support/announcement/f66cb07bc4934037b42baa88c9140904,2021-08-02 12:18:30+00:00,-1001354503053,Crypto Fox™
7208_Crypto Fox™_2021-07-29,$reef is now listed on bitfinex!,2021-07-29 09:55:52+00:00,-1001354503053,Crypto Fox™
7207_Crypto Fox™_2021-07-29,,2021-07-29 04:21:19+00:00,-1001354503053,Crypto Fox™
7206_Crypto Fox™_2021-07-28,binance to adjust withdrawals limits to 0.06 btc for ‘basic account verification’..https://www.binance.com/en/support/announcement/9df8225c061b455da5c7cc293cd08a70,2021-07-28 05:39:34+00:00,-1001354503053,Crypto Fox™
7205_Crypto Fox™_2021-07-27,amazon denies city a.m. report it will accept bitcoin this year.. https://www.zerohedge.com/crypto/bitcoin-holds-gains-after-massive-short-liquidation-event,2021-07-27 05:44:19+00:00,-1001354503053,Crypto Fox™
7204_Crypto Fox™_2021-07-23,binance completes the coin98 subscription launchpad and will open trading for c98..https://www.binance.com/en/support/announcement/4a5c3dd130f343f2820af757afceb1fc,2021-07-23 11:07:11+00:00,-1001354503053,Crypto Fox™
7203_Crypto Fox™_2021-07-23,#btc/usdt..it exactly follows our chart mentioned earlier.it re-test major support and holded  nicely......currently its trading around 32400$.it needs to close above 33400$ .for bullish movement.as shown in the chart below📊......https://www.tradingview.com/x/2gamqb7b/,2021-07-23 08:44:32+00:00,-1001354503053,Crypto Fox™
7202_Crypto Fox™_2021-07-21,fear & greed index..market is in extreme fear from few weeks ......crypto fox™,2021-07-21 05:06:37+00:00,-1001354503053,Crypto Fox™
7201_Crypto Fox™_2021-07-19,binance completes 16th quarterly bnb burn..https://www.binance.com/en/support/announcement/901a3d8dec1c42bba6e0931a7e68ceba,2021-07-19 06:48:29+00:00,-1001354503053,Crypto Fox™
7200_Crypto Fox™_2021-07-17,difference between cryptocurrency and fiat currency .,2021-07-17 10:04:49+00:00,-1001354503053,Crypto Fox™
7199_Crypto Fox™_2021-07-15,#dusk/btc..s/r flip formed in 1 day time frame.strongly holded weekly support.good to buy some here..buy : 310 - 348 sats (ladder entry).sell : 375 - 405 - 435 - 520 - 615 sats..stoploss : 288 sats..https://www.tradingview.com/x/v2ukxlpv/,2021-07-15 15:39:08+00:00,-1001354503053,Crypto Fox™
7198_Crypto Fox™_2021-07-15,binance futures will launch usdt-margined tlm perpetual contracts with up to 25x leverage..https://www.binance.com/en/support/announcement/d7816a7045ba46cd9d7a5b7f9b135883,2021-07-15 10:16:54+00:00,-1001354503053,Crypto Fox™
7197_Crypto Fox™_2021-07-13,__$educational_post..here are few candlestick patterns which will be very useful to understand the chart for analysis......few are already explained in detailed earlier and rest will be explained soon 😃.....knowledge is power .more you  learn more__ __you earn__ __ 💪__..__ crypto fox™__,2021-07-13 05:56:53+00:00,-1001354503053,Crypto Fox™
7196_Crypto Fox™_2021-07-12,today we are going to learn about marubozu candlestick ..above picture shows how bullish and bearish marubozu looks like..in a busllish marubozu the buyers maintained control of the price throughout the day from the opening bell to the close...in a bearish marubozu the sellers controlled the price from the opening bell to the close...https://www.tradingview.com/x/kq3mumz7/,2021-07-12 10:18:37+00:00,-1001354503053,Crypto Fox™
7195_Crypto Fox™_2021-07-12,,2021-07-12 10:18:00+00:00,-1001354503053,Crypto Fox™
7194_Crypto Fox™_2021-07-11,true✅,2021-07-11 09:42:35+00:00,-1001354503053,Crypto Fox™
7193_Crypto Fox™_2021-07-11,__bitcoin situation. .you hold  you win.you sell  you lose..crypto fox™__,2021-07-11 06:28:49+00:00,-1001354503053,Crypto Fox™
7192_Crypto Fox™_2021-07-10,__today we are going to learn about bullish and bearish engulfing candlestick pattern..above picture shows how the both candlestick pattern looks like..the bullish engulfing candle indicates reversal of a downtrend where as bearish engulfing candle indicates reversal of a uptrend as shown in the chart above....__,2021-07-10 05:15:27+00:00,-1001354503053,Crypto Fox™
7191_Crypto Fox™_2021-07-10,,2021-07-10 05:15:26+00:00,-1001354503053,Crypto Fox™
7190_Crypto Fox™_2021-07-09,alert ‼️‼️‼️..binance will delist ost rcn & wpr on 2021-07-16..https://www.binance.com/en/support/announcement/4d6c589a033e4ee099d55d5141279578,2021-07-09 13:37:45+00:00,-1001354503053,Crypto Fox™
7189_Crypto Fox™_2021-07-09,#btc/usdt (update)..bitcoin is most likely to re-test major support (30k $ - 31100$).....after got rejected at 35380$ once again.clearly shown in the chart below......https://www.tradingview.com/x/5bpyijga/,2021-07-09 12:41:16+00:00,-1001354503053,Crypto Fox™
7188_Crypto Fox™_2021-07-01,bitcoin’s worst q2 performance in over 8 years.,2021-07-01 08:24:01+00:00,-1001354503053,Crypto Fox™
7187_Crypto Fox™_2021-06-29,#cnd/btc..accumulating around support area.buy & hold..buy :  31 - 34  sats.sell : 37 - 40 - 45 - 49 - 55 sats..stoploss : 29 sats..https://www.tradingview.com/x/gyerv7qi/,2021-06-29 15:13:31+00:00,-1001354503053,Crypto Fox™
7186_Crypto Fox™_2021-06-25,paraguay announces a bill to make bitcoin legal tender.,2021-06-25 04:06:09+00:00,-1001354503053,Crypto Fox™
7185_Crypto Fox™_2021-06-22,#fxs/btc..call was shared here.it reached  663 sats..target 1st & 2nd achieved 🎯.sweet 28% profit 🥂,2021-06-22 04:21:38+00:00,-1001354503053,Crypto Fox™
7184_Crypto Fox™_2021-06-21,#fxs/btc..call was shared here.it reached  610 sats..target 1st  achieved 🎯.sweet 18% profit 🥂,2021-06-21 07:33:12+00:00,-1001354503053,Crypto Fox™
7183_Crypto Fox™_2021-06-20,market is very boring these days so we are not opening any new trade instead we will learn something about ta .maybe very helpful for new beginners ...today our topic is candlestick pattern..before going deeply into it we must know how to read a candlestick..here.in the above picture the  basics of candlestick is shown.the bullish and bearish candlestick with full details..crypto fox™ 🦊,2021-06-20 15:17:41+00:00,-1001354503053,Crypto Fox™
7182_Crypto Fox™_2021-06-20,#fxs/btc 2nd top gainer💪,2021-06-20 10:28:43+00:00,-1001354503053,Crypto Fox™
7181_Crypto Fox™_2021-06-20,😆😂🤣,2021-06-20 10:06:47+00:00,-1001354503053,Crypto Fox™
7180_Crypto Fox™_2021-06-19,btc situation😂😂,2021-06-19 04:06:00+00:00,-1001354503053,Crypto Fox™
7179_Crypto Fox™_2021-06-18,#fxs/btc on binance‼️..exaggerated bullish divergence formed in one day time frame.holding the support area.buy & hold..buy : 500 - 537 sats.sell : 589 - 643 - 700 - 758 - 820 sats..stoploss : 479 sats..https://www.tradingview.com/x/ypal5rpz/,2021-06-18 17:41:58+00:00,-1001354503053,Crypto Fox™
7178_Crypto Fox™_2021-06-18,#btc/usdt (update)..bitcoin failed to close above daily resistance and currently its trading around 36400$..breakout above 36400$ will lead to 38000$......breaking below 36400$ will lead to next support i.e. 34900$......breakdown of support will lead to our major support(30k $ - 31k $).....https://www.tradingview.com/x/yn43kemq/,2021-06-18 17:07:06+00:00,-1001354503053,Crypto Fox™
7177_Crypto Fox™_2021-06-18,fear & greed index,2021-06-18 08:39:57+00:00,-1001354503053,Crypto Fox™
7176_Crypto Fox™_2021-06-16,🤣🤣🤣🤣🤣,2021-06-16 13:59:03+00:00,-1001354503053,Crypto Fox™
7175_Crypto Fox™_2021-06-15,#rlc,2021-06-15 16:04:33+00:00,-1001354503053,Crypto Fox™
7174_Crypto Fox™_2021-06-13,rumour about nigeria is the next country to adopt bitcoin,2021-06-13 12:30:58+00:00,-1001354503053,Crypto Fox™
7173_Crypto Fox™_2021-06-11,binance will list tornado cash (torn).https://www.binance.com/en/support/announcement/2d4e19b8c4854f969d95dd35bf65b182,2021-06-11 04:50:36+00:00,-1001354503053,Crypto Fox™
7172_Crypto Fox™_2021-06-10,binance futures will launch usdt-margined gtc perpetual contracts with up to 25x leverage.https://www.binance.com/en/support/announcement/c1a900363bd04ffd94032322f10de8ab,2021-06-10 11:54:51+00:00,-1001354503053,Crypto Fox™
7171_Crypto Fox™_2021-06-10,binance will list gitcoin (gtc).https://www.binance.com/en/support/announcement/df28017f9ea34d2f9d58c4ad467e0b88,2021-06-10 10:50:32+00:00,-1001354503053,Crypto Fox™
7170_Crypto Fox™_2021-06-09,,2021-06-09 14:19:27+00:00,-1001354503053,Crypto Fox™
7169_Crypto Fox™_2021-06-08,$btc/usdt (update)..btc finally breakdown the symmetrical triangle and reached 33500$ (approx.) as expected......now.its consolidating around 32k $ .if it manged to hold this level then possible bounce back to 34k $......if failed to hold then we can see 31k $ - 30k $ coming.... 👀..https://www.tradingview.com/x/iw7bgedz/,2021-06-08 07:38:14+00:00,-1001354503053,Crypto Fox™
7168_Crypto Fox™_2021-06-07,#mdt/usdt..call was shared here.it reached  0.04270$..target 1st & 2nd  achieved 🎯.sweet 36% profit 🥂,2021-06-07 14:40:24+00:00,-1001354503053,Crypto Fox™
7167_Crypto Fox™_2021-06-06,$btc/usdt (update)..currently btc is ranging between a symmetrical traingle in h4.....either side can btc break..if breakout possible movement towards our resistance 1&2 till major resistance......if breakdown possible re-tracement towards 33500$......lets see which side it breaks📊..https://www.tradingview.com/x/rivpv31t/,2021-06-06 20:11:33+00:00,-1001354503053,Crypto Fox™
7166_Crypto Fox™_2021-06-06,the process of holding.....#hodl pain 😆😂🤣,2021-06-06 19:50:47+00:00,-1001354503053,Crypto Fox™
7165_Crypto Fox™_2021-06-05,new chinas fud in the market..this is the reason behind btc sudden dump 📉,2021-06-05 10:12:28+00:00,-1001354503053,Crypto Fox™
7164_Crypto Fox™_2021-06-04,#chrusdt perp ..called was shared here .it reached   0.2259$..target 1st  achieved  🎯..using  5x leverage .we earned  22% profit🥂..using  10x leverage.we earned  44% profit 🥂..(within few hours),2021-06-04 16:13:07+00:00,-1001354503053,Crypto Fox™
7163_Crypto Fox™_2021-06-04,#mdt/usdt on binance‼️..its still in the symmetrical triangle.once breakout .it will pump hard.buy & hold..buy :  0.03 - 0.03225.sell : 0.0354$ - 0.039475$ - 0.043$ - 0.046$ - 0.04859$ ++..stoploss : -7%..https://www.tradingview.com/x/4fobghzc/,2021-06-04 11:24:27+00:00,-1001354503053,Crypto Fox™
7162_Crypto Fox™_2021-06-04,binance will list nucypher (nu).https://www.binance.com/en/support/announcement/42b8a2c991a54523a8249d4691b6154c,2021-06-04 03:27:04+00:00,-1001354503053,Crypto Fox™
7161_Crypto Fox™_2021-06-03,binance futures  call ‼️..#chrusdt  perp.⬆️long  call ..❇️ entry :  0.2141$ - 0.2188$..target 1 : 0.2240$.target 2 : 0.2297$.target 3 : 0.29$.target 4 : 0.35$.target 5 : 0.39$..➡️leverage   :  5x - 10x.⛔️stop loss  :  0.2089$..use only 2-5% of your total portfolio..https://www.tradingview.com/x/7mn0xmnl/,2021-06-03 20:39:56+00:00,-1001354503053,Crypto Fox™
7160_Crypto Fox™_2021-06-01,$doge is launching on coinbase....,2021-06-01 19:14:52+00:00,-1001354503053,Crypto Fox™
7159_Crypto Fox™_2021-06-01,#ltcusdt perp ..called was shared here .it reached   193.16$..all target  achieved  🎯..using  5x leverage .we earned 91% profit🥂..using  10x leverage.we earned 182% profit 🥂..(within few hours)..link to create binance futures account:- .https://www.binance.com/en/futures/ref/39485215,2021-06-01 17:38:05+00:00,-1001354503053,Crypto Fox™
7158_Crypto Fox™_2021-06-01,#eos news.......,2021-06-01 15:28:19+00:00,-1001354503053,Crypto Fox™
7157_Crypto Fox™_2021-06-01,"#education_post..double top..when an assets/coins price hits same area of resistance twice & fails to breakout we call it as a ""double top""..this chart pattern is very common & can be easily spotted in local multi timeframes. ..when a pattern like this gets formed.it generally depicts a possible incoming reversal in the market..i.e market can now possibly change its direction from an uptrend to back in downtrend.",2021-06-01 11:56:55+00:00,-1001354503053,Crypto Fox™
7156_Crypto Fox™_2021-05-31,#ltcusdt perp ..called was shared here .it reached   186.93$..target 1st 2nd 3rd & 4th  achieved  🎯..using  5x leverage .we earned 72% profit🥂..using  10x leverage.we earned 144% profit 🥂..(within few hours)..link to create binance futures account:- .https://www.binance.com/en/futures/ref/39485215,2021-05-31 18:00:02+00:00,-1001354503053,Crypto Fox™
7155_Crypto Fox™_2021-05-31,#wrx nft coming on 1 june....,2021-05-31 17:19:42+00:00,-1001354503053,Crypto Fox™
7154_Crypto Fox™_2021-05-31,crypto news for indian community,2021-05-31 16:32:56+00:00,-1001354503053,Crypto Fox™
7153_Crypto Fox™_2021-05-31,#ltcusdt..unstoppable🚀🚀🚀🚀🚀🚀,2021-05-31 10:22:57+00:00,-1001354503053,Crypto Fox™
7152_Crypto Fox™_2021-05-31,,2021-05-31 07:08:04+00:00,-1001354503053,Crypto Fox™
7151_Crypto Fox™_2021-05-31,binance futures  call ‼️..#ltcusdt  perp.⬆️long  call ..❇️ entry :  162$ - 165$..target 1 : 168$.target 2 : 173$.target 3 : 179$.target 4 : 183$.target 5 : 193$..➡️leverage   :  5x - 10x.⛔️stop loss  :  159$..use only 2-5% of your total portfolio...https://www.tradingview.com/x/e7hr2znk/,2021-05-31 04:52:59+00:00,-1001354503053,Crypto Fox™
7150_Crypto Fox™_2021-05-30,#btcusdt (update)..btc is still in the 4hr triangle.with a support zone ie.35300$ with a small fakeout.......next upward movement will be resistance 1  2 & major resistance..failed to break 37300$ will lead back to 33k $..https://www.tradingview.com/x/pug47vxh/,2021-05-30 17:36:21+00:00,-1001354503053,Crypto Fox™
7149_Crypto Fox™_2021-05-30,#cz,2021-05-30 09:31:36+00:00,-1001354503053,Crypto Fox™
7147_Crypto Fox™_2021-05-29,#btcusdt..formed triangle in 4hr time frame🕧..now lets see which side it will brokeout??..https://www.tradingview.com/x/alrpmgzf/,2021-05-29 10:14:23+00:00,-1001354503053,Crypto Fox™
7144_Crypto Fox™_2021-05-29,#thetausdt perp ..called was shared here .it reached   6.995$..target 1st  achieved  🎯..using  5x leverage .we earned 21% profit🥂..using  10x leverage.we earned 41% profit 🥂..(within two hours),2021-05-29 07:51:52+00:00,-1001354503053,Crypto Fox™
7143_Crypto Fox™_2021-05-29,#btcusdt perp ..called was shared here .it reached   37375$..target 1st & 2nd  achieved  🎯..using  5x leverage .we earned 39% profit🥂..using  10x leverage.we earned 78% profit 🥂,2021-05-29 07:48:32+00:00,-1001354503053,Crypto Fox™
7142_Crypto Fox™_2021-05-29,binance futures  call ‼️..#thetausdt  perp.⬆️long  call ..❇️ entry :  6.653$ - 6.788$..target 1 : 6.933$.target 2 : 7.138$.target 3 : 7.9$.target 4 : 8.9$.target 5 : 9.99$..➡️leverage   : 5x - 10x.⛔️stop loss  :  6.449$..use only 2-5% of your total portfolio..https://www.tradingview.com/x/nvwzp5hl/,2021-05-29 04:46:00+00:00,-1001354503053,Crypto Fox™
7141_Crypto Fox™_2021-05-29,,2021-05-29 04:17:45+00:00,-1001354503053,Crypto Fox™
7140_Crypto Fox™_2021-05-28,🔘 most common crypto terms which we and all expert traders use.. important for begginers/learners..✔️ #altcoin.any crypto currency other than bitcoin..✔️ #ashdrakes. a situation where you lost all your money...✔️ #bagholder.a person who buys and hold coins in large quantity hoping to make good profits in the future...✔️ #bear/#bearish  negative price movement..✔️ #btfd .buy the fucking dip (an indication to buy a coin when it has dumped so hard)..✔️ #bull/#bullish .positive price movement..✔️ #dildo .long green or red candles..✔️ #dump.to sell off a coin..✔️ #dumping.downward price movement..✔️ #dyor.do your own research.. ✔️ #fa .fundamental analysis..✔️ #fomo .fear of missing out (a coin is pumping and you get the feeling it’s gonna pump more so you buy high)..✔️ #fud. fear uncertainty & doubt..✔️ #hodl. hold/hold a position..✔️ #jomo .joy of missing out..✔️ #long .margin bull position..✔️ #mcap .market capitalization..✔️ #moon .continuous upward movement of price..✔️ #otc .over the counter..✔️ #pump .upward price movement..✔️ #saj #candle.huge green candle..✔️ #shitcoin .a coin with no potential value or use..✔️ #short .margin bear position..✔️ #swing . zig zag price movement ( upwards & downwards )..✔️ #rekt .when you have a bad loss..✔️ #ta .technical analysis..✔️ #reverse #indicator .someone who is always wrong predicting price movements...✔️ #rsi .relative strength index..✔️ #whale . very wealthy trader/market mover,2021-05-28 07:47:30+00:00,-1001354503053,Crypto Fox™
7139_Crypto Fox™_2021-05-28,#arpa on   binance‼️ ..filled b.ob & formed hidden bullish divergence in 1 day time frame🕔.successfully brokeout 1st resistance and formed support..good to buy here some & hold..buy :   112 - 121 sats .sell :   134 - 145 - 172 - 199 - 238++ ..stoploss :  -7% ..https://www.tradingview.com/x/2ezuvmmz/,2021-05-28 04:45:19+00:00,-1001354503053,Crypto Fox™
7138_Crypto Fox™_2021-05-28,binance will list livepeer (lpt).https://www.binance.com/en/support/announcement/a5ba29e416bc4bc2900c0f3d4d1bfa8a,2021-05-28 03:57:09+00:00,-1001354503053,Crypto Fox™
7137_Crypto Fox™_2021-05-27,#appc..call was shared here.it reached 254 sats..target 1st  achieved 🎯.sweet 15% profit 🥂..(within few hours),2021-05-27 17:01:32+00:00,-1001354503053,Crypto Fox™
7136_Crypto Fox™_2021-05-27,#rose (update)..pumped up🚀. from our demand zone with a wick in 4hr time frame .forming support on our 1st resistance ( forming s/r flip)..keep eye on it 👀.will pump hard towards our 4hr supply zone...https://www.tradingview.com/x/oefinmop/,2021-05-27 16:53:34+00:00,-1001354503053,Crypto Fox™
7135_Crypto Fox™_2021-05-27,#rose..pumped hard🚀🚀🚀.it reached 245 sats..target 1st  2nd & 3rd achieved✅.sweet 34% profit🏆..(within few hours),2021-05-27 16:46:58+00:00,-1001354503053,Crypto Fox™
7134_Crypto Fox™_2021-05-27,#sfpusdt perp ..called was shared here .it reached   1.2009$..target 1st & 2nd  achieved  🎯..using  5x leverage .we earned 27% profit🥂..using  10x leverage.we earned 54% profit 🥂..(within few hours),2021-05-27 16:38:58+00:00,-1001354503053,Crypto Fox™
7133_Crypto Fox™_2021-05-27,,2021-05-27 11:34:00+00:00,-1001354503053,Crypto Fox™
7132_Crypto Fox™_2021-05-27,#rose ..unstoppable🚀🚀🚀🚀🚀🚀,2021-05-27 11:02:24+00:00,-1001354503053,Crypto Fox™
7131_Crypto Fox™_2021-05-27,https://www.tradingview.com/x/uyuutw57/,2021-05-27 10:17:16+00:00,-1001354503053,Crypto Fox™
7130_Crypto Fox™_2021-05-27,binance futures  call ‼️..#sfpusdt  perp.⬆️long  call ..❇️ entry :  1.1141$ - 1.1406$..target 1 : 1.1664$.target 2 : 1.1967$.target 3 : 1.25$.target 4 : 1.3$.target 5 : 1.38$..➡️leverage   : 5x - 10x.⛔️stop loss  :  1.0683$..use only 2-5% of your total portfolio,2021-05-27 10:09:36+00:00,-1001354503053,Crypto Fox™
7129_Crypto Fox™_2021-05-27,#rose..call was shared here.it reached 212 sats..target 1st  achieved✅.sweet 16% profit🏆..(within few hours),2021-05-27 09:31:30+00:00,-1001354503053,Crypto Fox™
7128_Crypto Fox™_2021-05-27,#appc on binance‼️.. its formed a s/r flip & hidden            bullish divergence  in 1 day chart.holding over demand zone.good to buy here some & hold..buy : 197 - 225 sats.sell : 248 - 270 - 290 - 340 - 390++ sats..stoploss : -7%..https://www.tradingview.com/x/pwkpwzp0/,2021-05-27 07:24:47+00:00,-1001354503053,Crypto Fox™
7127_Crypto Fox™_2021-05-27,#super..call was shared here.it reached 2551 sats..target 1st & 2nd achieved✅.sweet 27% profit🏆..(within few hours),2021-05-27 04:03:20+00:00,-1001354503053,Crypto Fox™
7126_Crypto Fox™_2021-05-26,paypal allows users to withdraw crypto to the third party wallet👀..this is the big step i must say!..https://decrypt.co/71982/paypal-users-send-bitcoin-off?utm_source=twitter&utm_medium=social&utm_campaign=auto,2021-05-26 18:47:44+00:00,-1001354503053,Crypto Fox™
7125_Crypto Fox™_2021-05-26,#rose on binance‼️..accumulating some rose here .holding over demand zone..expecting a short term rally from here buy & hold..buy zone : 179 - 188 sats.sell zone :  206 - 225 - 243 - 280 - 350++..stoploss : -7%...https://www.tradingview.com/x/xgo670os/,2021-05-26 17:49:35+00:00,-1001354503053,Crypto Fox™
7124_Crypto Fox™_2021-05-26,#super on binance‼️..✳️ accumulating hard at support.✳️ earlier .had gone through heavy correction.✳️ this time expecting it to pump hard..buy & hold a bag.for the pump 💰..buy zone : 1960 - 2060 sats.sell zone : 2163 - 2409 - 2900 - 3200 - 3499 sats..stoploss : -7%..https://www.tradingview.com/x/x7oruqp1/,2021-05-26 08:32:17+00:00,-1001354503053,Crypto Fox™
7123_Crypto Fox™_2021-05-25,binance futures  call ‼️..#btcusdt  .⬆️long  call  (place a bid)  ..❇️ entry :  34100$ - 34800$..target 1 : 35600$.target 2 : 36900$.target 3 : 38900$.target 4 : 41999$.target 5 : 42999$..➡️leverage   : 5x - 10x.⛔️stop loss  :  33839$..use only 2-5% of your total portfolio..https://www.tradingview.com/x/gqs2u9lf/,2021-05-25 11:42:15+00:00,-1001354503053,Crypto Fox™
7122_Crypto Fox™_2021-05-25,tether has just surpassed a $60b market cap!..in may 2020 #tether tokens market cap was $8b now a year on weve seen an increase of 581% and demand for tether token use higher than ever for both trading and retail adoption!,2021-05-25 09:32:12+00:00,-1001354503053,Crypto Fox™
7121_Crypto Fox™_2021-05-25,binance will list mask network (mask).https://www.binance.com/en/support/announcement/36bf2dc22d544ee09bc8760011bdebd3,2021-05-25 03:49:40+00:00,-1001354503053,Crypto Fox™
7120_Crypto Fox™_2021-05-24,#btcusdt (update)..after successfully holding the support zone at 31$ k✅..its trying to breakout the 37$k zone for further upward movement i.e. 42$ k📈 ..if fails to brokeout than we can again see the 31$ k (approx.) zone📉..https://www.tradingview.com/x/ktnlkclq/,2021-05-24 14:12:23+00:00,-1001354503053,Crypto Fox™
7119_Crypto Fox™_2021-05-22,#bitcoin_update ..recently btc as done bearish retest  as tested 42k resistance level & cant able to break and dropped back to our recently lower liquidity as we expected..for the bullish scenerio we need to break 42k resistance level...on daily close ..currently staying above 34800 level btc is safu...,2021-05-22 14:19:39+00:00,-1001354503053,Crypto Fox™
7118_Crypto Fox™_2021-05-18,#amb on binance ‼️..looking good to buy here.accumulate some & hold ❇️..buy : 115-129.sell : 140 - 155 -  165  - 200..buy & hold it for few days,2021-05-18 15:31:23+00:00,-1001354503053,Crypto Fox™
7116_Crypto Fox™_2021-05-18,buying #idex here (binance)..currently sitting at bottom .looks good to accumulate here .expecting a bounce 🚀🚀..buy : 190-201 satoshi.sell : 218 - 240 - 260 - 300..in mid term i am expecting .easy 2x-4x from here ..persanlly i am loading a big bag of idex ..stoploss : not needed for now .                  (will update if necessary),2021-05-18 08:54:22+00:00,-1001354503053,Crypto Fox™
7115_Crypto Fox™_2021-05-18,#wpr on binance ‼️..✳️ accumulating hard at support.✳️ earlier .had gone through heavy correction.✳️ this time expecting it to pump hard..buy & hold a bag.for the pump 💰..buy zone : 60-69 sats.targets : 76- 80  - 88 - 100 - 120 - 150..stoploss : -7% from avg buy price,2021-05-18 08:54:13+00:00,-1001354503053,Crypto Fox™
7114_Crypto Fox™_2021-05-17,#ramp..touched 1012 satoshi.tatwgt 1 done ✅.sweet 10% profit.(within 1 hour ),2021-05-17 09:04:41+00:00,-1001354503053,Crypto Fox™
7113_Crypto Fox™_2021-05-16,#ramp on binance ‼️..ramp dip is looking very nice.4hr chart having really strong support around this levels.we can see huge spike from demand zone ..buy : 880-925.sell : 980 - 1040 - 1200 -1450 -1700 -2000..stoploss : -10%..https://www.tradingview.com/x/fyrdvukn/,2021-05-16 11:50:57+00:00,-1001354503053,Crypto Fox™
7112_Crypto Fox™_2021-05-16,asr..pumped hard 🚀🚀.all target achieved ✅.reached 3429 satoshi.whooping 130% profit.(within 5 days),2021-05-16 10:34:07+00:00,-1001354503053,Crypto Fox™
7111_Crypto Fox™_2021-05-16,#badger on binance ‼️..crazy dips.looks good to buy here.will shoot up soon 📈🔥..buy : 5450-5750.sell : 6200 - 6600 - 7200 - 8000 - 10000 - 12000..stoploss : -7%,2021-05-16 04:16:08+00:00,-1001354503053,Crypto Fox™
7110_Crypto Fox™_2021-05-14,#arpa on binance ‼️..looking good to buy here.accumulate some & hold..buy : 150-170 sats.sell : 185 - 200 - 220 - 250..mid term hold.sell : 300 - 375- 450..stoploss : not needed for now,2021-05-14 14:30:26+00:00,-1001354503053,Crypto Fox™
7087_Crypto Fox™_2021-05-13,#asr..pumped hard 🚀🚀.target 1 & 2 done.almost 3rd target achieved.reached 2289 satoshi.whooping 52% profit.(within 3 days),2021-05-13 05:03:57+00:00,-1001354503053,Crypto Fox™
7086_Crypto Fox™_2021-05-10,#asr on binance ‼️..looking good to buy here.accumulate some & hold ❇️..buy :  1450-1520.sell : 1700 - 1950 - 2300 - 2700 - 3000..stoploss : -7%,2021-05-10 07:32:54+00:00,-1001354503053,Crypto Fox™
6627_Crypto Fox™_2021-04-17,https://www.tradingview.com/x/297ehmsp/..#omg/usdt (binance).swing set-up (7)..buy : $3.036.targets : $5.8 - $8.5 - $11.3 - $14..stoploss : $2.795,2021-04-17 10:48:20+00:00,-1001354503053,Crypto Fox™
6314_Crypto Fox™_2021-03-22,tct/btc..🚀🚀..https://www.tradingview.com/x/u0loasj9/,2021-03-22 15:14:07+00:00,-1001354503053,Crypto Fox™
6263_Crypto Fox™_2021-03-06,"#etc/btc (binance) ‼️..if havent made any good profits in this recent alts pump .then its your chance....buy some ""iris"" 💰..~ crazy dips.~ bullish channel in print.~ breaking back above 238 .    is gonna pump hard.~ buy this dip..buy zone : 2060 - 2260 satoshi.sell targets : 2569 - 2700 - 2990 - 3200  - 3800 - 4400..stoploss : -7%..https://www.tradingview.com/x/x6redo6v/",2021-03-06 14:12:22+00:00,-1001354503053,Crypto Fox™
6227_Crypto Fox™_2021-02-05,binance futures will delist doteco usdt-margined contract.https://www.binance.com/en/support/announcement/b2871bc40ea84e639c2d63b048403b69,2021-02-05 06:45:21+00:00,-1001354503053,Crypto Fox™
6226_Crypto Fox™_2021-02-03,binance will delist bcpt cmt tnb & vibe on 2021-02-10.https://www.binance.com/en/support/announcement/2b73a2f43b834897aadc60f049fdb6ab,2021-02-03 12:18:56+00:00,-1001354503053,Crypto Fox™
6200_Crypto Fox™_2021-01-25,#poly / btc on binance ‼️..looks good to buy here.will shoot up soon 📈🔥..buy : 290 - 309 satoshi.sell : 330|  355 | 385 | 410 | 449++..stoploss :  262,2021-01-25 11:27:35+00:00,-1001354503053,Crypto Fox™
